model,level,source_file,example_index,problem_type,primary_error_type,secondary_error_types,correct,finish_reason,input_tokens,output_tokens,reasoning_formulation_score,reasoning_approach_score,reasoning_constraint_score,reasoning_hallucination,reasoning_failure_point,arithmetic_error_found,arithmetic_first_error_step,arithmetic_computed_value,arithmetic_correct_value,arithmetic_error_magnitude,arithmetic_cascaded,arithmetic_additional_independent_errors,final_correct_value_in_reasoning,final_correct_value_found,final_distance_from_expected,final_model_recognized_it,final_reason_not_recognized,final_context
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507.json,8,geometric,partial_constraint_handling_failure,partial_reasoning_failure|dismissed_correct_answer,False,stop,294,9545,2,1,1,False,Incomplete solution approach: only sampling a feasible point and not justifying or proving global optimality.,False,,,,,,0,True,18.94,0.01,False,dismissed,"The model explicitly computes and displays the correct value in reasoning several times, dismissing it and instead outputting the first (worse) computed candidate due to misapplication of problem instructions."
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507.json,9,geometric,partial_reasoning_failure,,,,299,18375,2,1,2,False,Did not fully prove global optimality; used systematic boundary search but did not solve KKT or provide definitive active-set proof.,False,,,,,,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,0,qcqp,hallucination,dismissed_correct_answer|arithmetic_failure,False,stop,435,6282,2,2,2,True,Unsupported final answer inconsistent with its own argument/calculations.,True,model computes the objective as -1.65 instead of -0.65278 at unconstrained x*,-1.65,-47/72 ≈ -0.65278,large (> 20%),False,0,True,-0.652777...,0.0000,False,dismissed,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,1,qcqp,partial_constraint_handling_failure,partial_reasoning_failure,,,435,21438,2,1,1,False,"The model used partial active-set reasoning and bisection on the Lagrange multiplier to find a candidate with one active constraint, but failed to solve or prove global optimality when a second constraint was active. It only sampled points and did not provide a proof for the global constrained optimum.",False,,,,,,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,2,qcqp,hallucination,partial_reasoning_failure|partial_constraint_handling_failure|continued_refinement,False,stop,436,17027,2,1,1,True,committing to the objective value at a point the model acknowledges is infeasible; did not ensure the candidate satisfies all constraints before outputting as final answer.,False,,,,,,0,True,-1.005,0.00038,False,continued_refinement,"The model computes -1.005 as the objective for a feasible point (x ≈ [0.165, 0.1003, 0.2554]), explains its feasibility, and proceeds to more calculations and comparisons without finalizing at this value."
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,3,qcqp,dismissed_correct_answer,arithmetic_failure,False,stop,435,4503,2,2,2,False,arithmetic/transcription mistake in copying final value to answer field,True,Final answer reporting: Model claims the minimum objective value is -1.32 instead of the correctly computed -0.324 (rounded).,-1.32,-0.324,large (> 20%),False,0,True,-0.3239,0.00,False,dismissed,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,4,qcqp,no_correct_value_found,,,,434,22013,2,2,2,False,None; the model provides a complete and globally justified solution.,False,,,,,,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,5,qcqp,continued_refinement,,,,434,21322,2,2,2,False,"None: full correct reasoning path, global optimality established, all constraints handled and checked.",False,,,,,,0,True,-8.171,0.01,False,continued_refinement,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,6,qcqp,hallucination,dismissed_correct_answer|arithmetic_failure,False,stop,432,5816,2,2,2,True,Final answer is unsupported by the model's own explicit calculations.,True,Objective value computation at claimed unconstrained minimizer x*.,-9.27,-0.927,large (> 20%),False,0,True,-0.9269,0.00004,False,dismissed,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,7,qcqp,continued_refinement,,,,434,23139,2,2,2,False,N/A,False,,,,,,0,True,-0.44705,0.00058,False,continued_refinement,"Numerical value within tolerance for the objective is computed, but the model keeps refining lambda and x rather than committing."
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,8,qcqp,partial_constraint_handling_failure,partial_reasoning_failure,False,stop,431,20026,2,1,1,False,"The model sampled feasible points and picked the best found, but did not prove global optimality or fully justify the active constraint set; it stopped at a nearly optimal candidate without an optimality proof.",False,,,,,,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,9,qcqp,partial_constraint_handling_failure,partial_reasoning_failure,,,436,23599,2,1,1,False,"Incomplete solution approach: only tests feasible candidates and partial actives, does not fully solve for the global optimum or mixed-active set, and does not prove global optimality.",False,,,,,,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,10,qcqp,continued_refinement,,,,434,22211,2,2,2,False,"No major failure. The only limitation is the use of a line search for the active constraint, which is justified via the KKT argument and convexity for a convex QCQP, so global optimality is properly addressed in the reasoning.",False,,,,,,0,True,-7.07,0.0029,False,continued_refinement,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,11,qcqp,continued_refinement,arithmetic_failure,,,435,22890,2,2,2,False,"None—the reasoning correctly sets up, solves, and validates optimality for the original QCQP via KKT boundary analysis.",True,"Computation of the unconstrained minimum x* = [0.9903, 3.3107, 0.8155].","[0.9903, 3.3107, 0.8155]","[0.99029126, 3.31067961, 0.81553398]",small (< 5%),True,0,True,-6.9475,0.0034,False,continued_refinement,"Model performs detailed KKT/active-set bisection, gets -6.9475 as the objective near the expected answer, interpolates lambda to try meeting constraint equality, explicitly recognizes proximity to optimal value, yet does not commit to it but keeps refining solution. No explicit final answer is given before output ends; thus, continued_refinement."
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,12,qcqp,hallucination,dismissed_correct_answer|arithmetic_failure,False,stop,434,7258,2,2,2,True,Unsupported final answer (-178.00) not derived from model's own reasoning; disconnect between correct reasoning and committed numeric output.,True,Final answer reports -178.00 instead of dividing by 209 (should be -178/209).,-178.00,-178/209 (≈ -0.85167),large (> 20%),False,0,True,-0.851674,0.0000006,False,dismissed,The model computed and checked the correct minimum value in reasoning but submitted −178.00 as its final answer instead of −0.85167.
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507.json,13,qcqp,no_correct_value_found,,False,stop,435,6913,2,2,2,False,"Minor rounding error in final value; reasoning method, constraint handling, and optimality proof are all valid.",False,,,,,,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,0,quadratic_programming,no_correct_value_found,,False,stop,354,19359,2,2,2,False,No failure; robust reasoning with only minor incompleteness in KKT optimality justification.,False,,,,,,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,1,quadratic_programming,partial_constraint_handling_failure,partial_reasoning_failure|arithmetic_failure,False,stop,361,14070,2,1,1,False,"sampling at vertices and edges without full global optimality proof; minimum found by search, not proven",True,"Objective evaluation at candidate vertex x=[3.25,2.75,1.5]",198.91,255.97,large (> 20%),True,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,2,quadratic_programming,no_correct_value_found,,False,stop,361,9945,2,2,2,False,"Arithmetic (final value is off), but all steps are justified and globally optimal for the problem as formulated.",False,,,,,,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,3,quadratic_programming,no_correct_value_found,,False,stop,360,20748,2,2,2,False,"Minor reasoning omission: did not definitively resolve KKT multiplier nonnegativity at the optimal point, but this does not undermine the exhaustive vertex check for global optimality in a convex QP.",False,,,,,,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,4,quadratic_programming,dismissed_correct_answer,arithmetic_failure,False,stop,351,11251,2,2,2,False,arithmetic,True,Objective value calculation for x*,105.65,104.66,small (< 5%),False,0,True,104.66,0.00,False,dismissed,Model derives 104.66 after detailed recalculation ('the objective is approximately 104.66') yet chooses 105.65 as the reported answer.
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,5,quadratic_programming,arithmetic_failure,no_correct_value_found,False,stop,356,21595,2,2,2,False,Arithmetic in solving the final quadratic and evaluating the objective; possibly not checking every boundary candidate.,True,"Substitution of claimed solution and duals into the KKT system (stationarity, third component) yields -111.901 instead of zero.",-111.901,0,large (> 20%),True,0,False,,,,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,6,quadratic_programming,partial_reasoning_failure,dismissed_correct_answer,False,stop,355,14630,2,1,2,False,Did not establish that the proposed answer is globally optimal—merely computed a boundary candidate and stopped without boundary minimum proof.,False,,,,,,0,True,55.76,0.00,False,dismissed,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,7,quadratic_programming,partial_constraint_handling_failure,partial_reasoning_failure|dismissed_correct_answer|arithmetic_failure,False,stop,359,20393,2,1,1,False,Did not fully justify global optimality or identify a valid KKT solution corresponding to the true active set; stopped after checking a few candidate points.,True,"objective calculation at candidate x ≈ [1.7692, 1.3077, 3.1538]: (1/2) x^T P x + q^T x",45.04,20.69,large (> 20%),True,0,True,20.69,0.00,False,dismissed,"The model computed the correct unconstrained equality-constrained minimum (20.69), then checked its feasibility, found violated constraints and proceeded to boundary solutions, thus discarding the correct value as infeasible (""this constraint is violated..."")."
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,8,quadratic_programming,unknown,,False,stop,364,15188,2,2,2,False,"Slight rounding off in final arithmetic, not a reasoning fault.",False,,,,,,0,True,54.62,0.01,True,,
Qwen3-235b,level-4,eval_results_qwen3-235b/level-4/quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507.json,9,quadratic_programming,no_correct_value_found,,False,stop,351,13499,2,2,2,False,"The numerical final answer is slightly off due to rounding or lack of extra significant digits, but all steps are shown, and the reasoning is fully correct.",False,,,,,,0,False,,,,,
